105;30
105;31
105;32
105;33
105;34
105;35
105;36
105;37
104;37
103;37
102;37
101;37
100;37
99;37
98;37
97;37
96;37
95;37
94;37
93;37
92;37
91;37
90;37
89;37
88;37
87;37
86;37
85;37
84;37
42;36
41;36
41;35
42;35
43;35
44;35
39;34
38;34
38;33
38;32
37;31
37;33
37;34
38;31
37;32
39;33
40;34
40;33
40;32
40;31
39;31
39;32
41;34
43;36
43;34
43;33
42;33
42;32
41;31
42;34
41;32
41;33
83;37
82;37
81;37
80;37
79;37
78;37
77;37
76;37
75;37
74;37
73;37
72;37
71;37
70;37
69;37
68;37
67;37
66;37
65;37
64;37
54;37
53;37
52;37
50;37
49;37
48;37
47;37
46;37
46;36
45;36
44;36
47;36
48;36
51;37
55;37
56;37
57;37
58;37
59;37
60;37
61;37
62;37
63;37
46;35
45;35
45;34
44;34
44;33
43;32
42;31
43;31
44;31
45;31
46;31
47;31
48;31
49;32
50;32
51;32
52;31
53;31
54;31
51;31
50;31
49;31
55;31
56;31
57;31
58;31
59;31
60;31
61;31
62;31
63;31
64;31
65;31
66;31
67;31
68;31
69;31
70;31
71;31
72;31
73;31
74;31
75;31
76;31
77;31
78;31
79;31
80;31
81;31
82;31
83;31
84;31
85;31
86;31
87;31
88;31
89;31
90;31
91;31
92;31
93;31
94;31
95;31
96;31
97;31
98;31
99;31
100;31
101;31
102;31
103;31
104;31
106;31
104;32
104;33
104;34
104;35
104;36
103;32
103;33
103;34
103;35
103;36
102;32
101;33
101;34
102;35
102;36
102;34
102;33
101;32
100;33
100;34
100;35
101;35
101;36
100;32
99;33
99;34
99;35
100;36
99;36
99;32
98;32
98;33
97;33
97;34
97;35
97;36
98;36
98;35
98;34
97;32
96;33
96;34
96;35
96;36
96;32
95;32
94;32
94;33
94;34
95;34
95;35
95;36
95;33
93;33
93;34
93;35
94;35
94;36
93;36
93;32
92;32
92;33
91;34
91;35
91;36
92;36
92;35
92;34
90;34
90;33
90;32
91;33
91;32
90;35
90;36
89;36
89;35
89;33
89;32
88;32
88;33
88;34
89;34
88;35
87;36
88;36
87;35
86;35
87;34
87;33
86;33
86;32
87;32
86;34
85;34
86;36
85;36
85;35
85;33
85;32
84;32
83;32
82;32
81;32
80;32
79;32
78;32
77;32
76;32
75;32
74;32
73;32
72;32
71;32
70;32
70;33
69;33
68;33
67;33
66;33
65;33
64;33
63;33
62;33
61;33
60;33
59;33
58;33
57;33
56;32
55;32
54;32
53;32
52;32
44;32
45;32
46;32
47;32
46;33
45;33
53;33
54;33
55;33
56;33
66;32
67;32
68;32
64;32
63;32
62;32
61;32
58;32
57;32
48;32
59;32
60;32
69;32
65;32
51;33
50;33
49;33
48;33
47;33
52;33
51;34
49;34
46;34
47;35
48;35
49;35
50;35
49;36
47;34
48;34
50;34
52;34
53;34
52;35
53;35
54;35
56;34
57;34
58;34
59;34
60;34
54;34
55;34
61;35
62;35
63;35
51;35
55;35
56;35
57;35
58;35
59;35
60;35
62;34
63;34
64;34
65;34
61;34
67;34
70;34
71;34
72;34
72;33
73;33
71;33
74;33
75;33
76;33
77;33
78;33
79;33
81;34
82;34
83;34
84;34
83;33
82;33
81;33
80;33
69;34
68;34
66;34
74;34
76;34
77;34
78;34
79;34
80;34
84;33
73;34
66;35
65;35
64;35
75;34
81;35
82;35
83;35
84;35
84;36
83;36
82;36
81;36
80;36
79;36
78;36
77;36
76;36
75;36
74;36
73;35
72;35
71;35
70;35
69;35
68;35
67;35
74;35
75;35
76;35
77;35
78;35
79;35
80;35
72;36
71;36
70;36
69;36
68;36
67;36
66;36
65;36
64;36
63;36
62;36
61;36
60;36
59;36
58;36
57;36
56;36
55;36
54;36
53;36
52;36
51;36
50;36
73;36
45;37
44;37
43;37
42;37
41;37
40;37
39;37
38;37
37;37
36;37
35;37
34;37
33;37
32;37
31;37
32;36
33;36
34;36
35;36
36;36
39;36
40;36
38;36
37;36
30;37
29;37
28;37
27;37
26;37
25;37
24;37
23;37
22;37
21;37
20;37
19;37
18;37
17;37
16;37
15;37
14;37
13;37
9;37
8;37
29;36
25;36
24;36
23;36
22;36
21;36
20;36
19;36
18;36
17;36
16;36
15;36
14;36
10;36
11;36
12;36
13;36
8;29
8;28
8;27
8;26
8;25
8;24
8;23
8;22
8;21
8;20
8;19
8;18
8;17
8;16
8;15
8;14
8;13
8;12
8;11
8;10
8;9
8;-1
8;0
8;1
8;2
8;3
8;4
8;5
8;6
8;7
8;8
9;-1
9;0
9;1
9;2
9;3
9;4
9;5
9;6
9;7
9;8
10;-1
9;9
9;10
9;11
9;12
9;13
9;14
9;15
9;16
9;17
9;18
9;19
9;20
9;21
9;22
9;23
9;24
9;25
9;26
9;27
9;28
9;29
10;29
10;28
10;27
11;27
11;26
11;25
10;24
10;23
10;22
10;21
10;25
10;26
10;20
10;19
10;18
10;17
10;16
10;15
10;14
10;13
10;12
10;11
10;10
10;9
10;8
10;7
10;6
10;5
10;4
10;3
10;2
10;1
10;0
11;28
11;29
12;29
13;29
6;32
6;31
6;30
6;29
6;28
6;27
6;26
6;25
6;24
6;23
6;22
6;21
6;20
6;19
6;18
6;17
6;16
6;15
6;14
6;13
6;12
6;11
6;10
6;9
6;8
6;7
6;6
6;5
6;4
6;3
6;2
6;1
6;0
6;-1
5;-1
5;0
5;1
5;2
5;3
5;4
5;5
5;6
5;7
5;8
5;9
5;10
5;11
5;12
5;13
5;14
5;15
5;16
5;17
5;18
5;19
5;20
5;21
5;22
5;23
5;24
5;25
5;26
5;27
5;28
5;29
5;30
5;31
12;37
10;37
7;37
7;36
8;36
9;36
7;35
6;35
6;34
6;33
6;36
6;37
11;37
12;25
12;26
13;28
12;28
14;29
16;29
13;25
17;29
15;29
15;28
14;28
13;27
12;27
13;26
14;27
15;27
16;28
14;26
11;24
11;23
11;22
11;21
11;20
11;19
11;18
11;17
11;16
11;15
11;9
11;8
11;7
11;6
11;5
11;4
11;3
11;2
11;1
11;0
11;-1
11;11
11;12
11;13
11;14
11;10
14;25
18;29
19;29
34;29
35;29
36;29
37;29
38;29
35;28
36;28
37;28
38;28
39;28
39;29
36;27
37;27
38;27
40;29
106;30
106;32
106;33
106;34
105;29
105;28
105;27
105;26
105;25
105;24
106;24
106;25
106;26
106;28
106;29
106;27
106;23
106;22
106;21
106;20
106;19
106;18
106;17
106;16
106;15
106;14
106;13
106;12
106;11
106;10
106;9
106;8
106;7
106;6
105;5
105;6
105;7
105;8
105;9
105;10
105;22
105;23
105;21
105;20
105;19
105;18
105;17
105;16
105;15
105;14
105;13
105;12
105;11
106;5
106;4
106;3
106;2
106;1
106;0
106;-1
106;-2
105;4
105;3
105;2
105;1
105;0
105;-1
105;-2
104;-2
104;-1
104;0
104;1
104;2
104;3
104;4
104;5
104;9
104;10
104;11
104;12
104;13
104;6
104;7
104;8
104;14
104;15
104;16
104;17
104;18
104;19
104;20
104;21
104;22
104;23
104;24
104;25
104;26
104;27
104;28
104;29
107;-2
107;-1
107;0
108;0
108;1
108;2
108;3
107;4
107;5
107;6
107;7
107;8
107;3
107;2
107;1
108;-1
108;-2
108;4
108;5
108;6
108;7
108;8
108;9
108;10
108;11
108;12
108;13
108;14
108;15
108;16
108;17
108;18
108;19
108;20
108;21
108;22
108;23
108;24
108;25
108;26
108;27
108;28
108;29
108;30
108;31
108;32
107;32
107;33
107;34
107;35
107;36
107;37
106;37
106;36
106;35
108;35
108;34
108;33
108;36
108;37
107;31
107;30
107;29
107;28
107;27
107;26
107;25
107;24
107;23
107;22
107;21
107;20
107;19
107;18
107;17
107;16
107;15
107;14
107;13
107;12
107;11
107;10
107;9
109;-2
109;-1
109;0
109;1
110;2
110;3
110;4
111;4
110;5
110;6
109;7
109;8
109;6
109;5
109;4
109;3
109;2
109;9
109;10
109;11
109;12
109;13
109;14
109;15
109;16
109;17
109;18
109;19
109;24
109;25
109;26
109;27
109;28
109;29
109;30
109;23
109;22
109;21
109;20
109;31
109;32
109;33
109;34
109;35
109;36
109;37
110;37
110;36
110;35
110;34
110;33
110;32
110;31
110;30
110;24
110;23
110;22
110;21
110;29
110;28
110;27
110;26
110;25
110;20
110;19
110;18
110;17
110;16
110;15
110;14
110;13
110;12
110;11
110;10
110;9
110;8
110;7
110;1
110;0
110;-1
110;-2
111;-2
111;-1
111;0
111;1
112;1
112;2
112;3
112;4
112;5
112;6
111;5
111;3
111;2
111;6
111;7
111;8
111;9
111;10
111;11
111;12
111;13
111;14
111;15
111;16
111;17
111;18
111;19
111;20
111;21
111;22
111;23
111;24
111;25
111;26
111;27
111;28
111;29
111;30
111;31
111;32
111;33
111;34
111;35
111;36
111;37
112;37
112;36
112;35
112;34
112;33
112;32
112;31
112;30
112;29
112;28
112;27
112;26
112;25
112;24
112;23
112;22
112;21
112;20
112;19
112;18
112;17
112;16
112;15
112;14
112;13
112;12
112;11
112;10
112;9
112;8
112;7
112;0
112;-1
112;-2
113;-2
113;-1
113;0
113;1
113;2
113;3
113;4
113;5
113;6
113;7
113;8
113;9
113;10
113;11
113;12
113;13
113;14
113;15
113;16
113;17
113;18
113;19
113;20
113;21
113;22
113;23
113;24
113;25
113;26
113;27
113;28
113;29
113;30
113;31
113;32
113;33
113;34
113;35
113;36
113;37
98;29
99;29
100;29
101;29
101;28
102;29
103;29
97;29
96;29
101;27
102;27
102;28
103;28
103;27
102;26
103;26
102;25
103;25
76;29
75;29
74;29
74;28
73;28
72;28
72;27
71;27
71;26
70;26
70;25
69;25
69;24
68;24
68;25
67;26
68;26
68;27
66;27
65;28
64;28
63;28
64;29
66;28
67;28
68;28
67;29
66;29
65;29
63;29
69;28
70;28
71;28
69;27
69;26
67;27
70;29
70;27
69;29
71;29
72;29
73;29
68;29
62;29
19;21
20;21
21;21
22;21
27;19
27;18
28;18
28;17
29;17
29;16
30;16
31;16
31;15
32;15
33;14
34;13
36;12
36;13
35;14
34;14
34;15
33;15
32;16
30;17
30;18
29;18
28;19
31;17
33;16
32;17
31;18
29;19
35;13
37;12
38;12
39;12
38;13
37;13
36;14
36;15
35;15
35;16
34;16
34;17
33;17
33;18
32;18
31;19
30;19
37;14
39;13
38;14
37;15
36;16
35;17
34;18
33;19
32;19
47;10
48;10
49;10
50;10
46;18
47;18
48;18
48;19
47;19
46;19
59;18
59;19
60;19
61;20
62;20
61;19
60;20
59;20
63;20
58;18
57;18
56;18
57;19
58;19
58;20
56;19
56;20
57;20
71;11
72;11
73;11
74;11
74;12
73;12
72;12
71;12
93;21
94;21
95;21
96;21
96;22
97;22
100;28
89;19
87;18
93;20
92;20
92;19
91;19
90;19
90;18
89;18
88;18
88;17
87;17
86;17
86;16
85;16
84;16
84;15
85;17
83;15
82;15
82;14
83;16
81;14
81;13
80;13
81;15
80;14
91;20
95;22
5;32
5;33
5;34
5;35
5;36
5;37
5;38
6;38
7;38
8;38
12;38
5;41
5;42
5;43
5;44
5;45
5;46
5;47
6;47
7;47
6;44
7;44
7;43
11;38
10;41
9;41
9;38
10;38
13;38
14;38
15;38
16;38
17;38
18;38
19;38
20;38
21;38
22;38
23;38
24;38
25;38
26;38
27;38
28;38
29;38
30;38
31;38
32;38
33;38
34;38
35;38
36;38
37;38
38;38
39;38
40;38
41;38
42;38
43;38
44;38
45;38
46;38
47;38
48;38
49;38
50;38
51;38
52;38
53;38
54;38
55;38
56;38
57;38
58;38
59;38
60;38
61;38
62;38
63;38
64;38
65;38
66;38
67;38
68;38
69;38
70;38
71;38
72;38
73;38
74;38
75;38
76;38
77;38
78;38
79;38
80;38
81;38
82;38
83;38
84;38
85;38
86;38
87;38
88;38
89;38
90;38
91;38
92;38
93;38
94;38
95;38
96;38
97;38
98;38
99;38
100;38
101;38
102;38
103;38
104;38
105;38
106;38
107;38
108;38
109;38
110;38
111;38
112;38
113;38
114;38
115;38
116;38
117;38
118;38
119;38
120;38
114;37
114;36
114;35
114;34
114;33
114;32
114;31
114;30
114;29
114;28
114;27
114;26
114;25
115;25
115;24
115;23
115;22
115;21
115;20
115;19
115;18
114;22
114;23
114;24
114;21
114;20
114;19
114;18
114;17
114;16
114;15
114;14
114;13
114;12
114;11
114;10
114;9
114;8
115;7
115;6
115;5
115;4
115;3
115;2
115;1
114;1
114;0
114;-1
114;-2
114;2
114;3
114;4
114;5
114;6
114;7
115;0
115;-1
115;-2
115;8
115;11
115;12
115;13
115;10
115;9
115;14
115;15
115;16
115;17
115;26
115;27
115;28
115;29
115;30
115;31
115;32
115;33
115;34
115;35
115;36
115;37
117;37
118;37
118;36
117;36
117;35
116;35
116;36
116;37
119;37
119;36
119;35
119;34
119;33
119;32
118;31
118;30
118;29
118;28
118;27
118;26
118;25
118;24
118;23
119;24
119;25
119;26
119;27
119;28
119;29
119;30
118;22
118;21
118;20
118;19
118;18
119;18
119;17
119;16
119;15
119;14
119;13
119;12
119;11
119;10
119;9
119;8
119;7
119;6
119;5
119;4
119;3
119;2
119;1
119;0
119;-1
119;-2
118;-2
118;-1
118;0
118;1
118;2
118;3
118;4
118;5
118;6
118;7
118;8
118;9
118;10
118;11
118;12
118;13
118;14
118;15
118;16
118;17
119;19
119;20
119;21
119;22
119;23
119;31
118;32
118;33
118;34
118;35
116;34
117;34
117;33
117;32
116;32
116;31
116;30
116;29
116;33
117;31
117;30
117;29
117;28
117;27
117;26
117;25
116;28
116;27
116;26
116;25
116;24
116;23
116;22
117;22
117;23
116;21
116;20
116;19
117;21
117;24
117;20
117;19
117;18
117;17
117;16
117;15
116;17
116;18
116;16
116;15
116;14
116;13
117;13
117;12
117;11
117;14
117;10
117;9
116;9
116;8
116;7
116;6
116;10
116;11
116;12
117;8
117;6
117;5
117;4
117;3
117;2
116;2
116;1
116;0
116;-1
116;-2
117;-2
117;-1
117;0
117;1
116;3
116;4
116;5
117;7
